Qué,Pregunta,Respuesta,Nivel CSV,Nivel en el juego
nivel cambiado,Nombra un país de África,Congo,2,3
nivel cambiado,Nombra un país de África,Congo (Rep. Dem.),2,3
nivel cambiado,Nombra un país de África,Costa de Marfil,2,3
nivel cambiado,Nombra un país de África,Eritrea,2,5
nivel cambiado,Nombra un país de África,Etiopía,2,3
nivel cambiado,Nombra un país de África,Gabón,2,4
nivel cambiado,Nombra un país de África,Gambia,3,4
nivel cambiado,Nombra un país de África,Guinea-Bisáu,3,4
nivel cambiado,Nombra un país de África,Kenia,3,2
nivel cambiado,Nombra un país de África,Lesotho,3,5
nivel cambiado,Nombra un país de África,Liberia,3,4
nivel cambiado,Nombra un país de África,Malawi,3,4
nivel cambiado,Nombra un país de África,Mauricio,3,4
nivel cambiado,Nombra un país de África,Nigeria,3,2
nivel cambiado,Nombra un país de África,República de Sudáfrica,4,2
nivel cambiado,Nombra un país de África,Ruanda,4,3
nivel cambiado,Nombra un país de África,Senegal,4,2
nivel cambiado,Nombra un país de África,Somalia,4,3
nivel cambiado,Nombra un país de África,Suazilandia,4,5
nivel cambiado,Nombra un país de África,Sudán,4,3
nivel cambiado,Nombra un país de África,Tanzania,4,3
nivel cambiado,Nombra un país de África,Túnez,4,2
nivel cambiado,Nombra un país de África,Uganda,4,3
nivel cambiado,Nombra un país de África,Yibuti,4,5
nivel cambiado,Nombra un país de África,Zambia,4,3
nivel cambiado,Nombra un país de África,Zimbabue,5,3
nivel cambiado,Nombra un país de Asia,Afganistán,3,2
nivel cambiado,Nombra un país de Asia,Arabia Saudí,3,2
nivel cambiado,Nombra un país de Asia,Azerbaiyán,3,4
nivel cambiado,Nombra un país de Asia,Bahrein,3,4
nivel cambiado,Nombra un país de Asia,Brunei,3,5
nivel cambiado,Nombra un país de Asia,Bután,3,5
nivel cambiado,Nombra un país de Asia,Catar,3,2
nivel cambiado,Nombra un país de Asia,Corea del Norte,3,2
nivel cambiado,Nombra un país de Asia,Israel,1,2
nivel cambiado,Nombra un país de Asia,Kirguizistán,4,5
nivel cambiado,Nombra un país de Asia,Kuwait,4,3
nivel cambiado,Nombra un país de Asia,Laos,4,3
nivel cambiado,Nombra un país de Asia,Líbano,4,3
nivel cambiado,Nombra un país de Asia,Malasia,4,3
nivel cambiado,Nombra un país de Asia,Maldivas,4,3
nivel cambiado,Nombra un país de Asia,Mongolia,4,3
nivel cambiado,Nombra un país de Asia,Nepal,4,3
nivel cambiado,Nombra un país de Asia,Omán,4,3
nivel cambiado,Nombra un país de Asia,Singapur,4,3
nivel cambiado,Nombra un país de Asia,Siria,4,2
nivel cambiado,Nombra un país de Asia,Sri Lanka,4,3
nivel cambiado,Nombra un país de Asia,Tayikistán,4,5
nivel cambiado,Nombra un país de Asia,Timor Oriental,4,5
nivel cambiado,Nombra un país de Asia,Turkmenistán,4,5
nivel cambiado,Nombra un país de Asia,Turquía,1,2
nivel cambiado,Nombra un país de Asia,Uzbekistán,5,3
nivel cambiado,Nombra un país de Asia,Yemen,5,3
nivel cambiado,Nombra un país de Europa,Croacia,3,2
nivel cambiado,Nombra un país de Europa,Dinamarca,3,2
nivel cambiado,Nombra un país de Europa,Estonia,4,3
nivel cambiado,Nombra un país de Europa,Finlandia,3,2
nivel cambiado,Nombra un país de Europa,Hungría,4,2
nivel cambiado,Nombra un país de Europa,Islandia,4,2
nivel cambiado,Nombra un país de Europa,Letonia,4,3
nivel cambiado,Nombra un país de Europa,Liechtenstein,4,3
nivel cambiado,Nombra un país de Europa,Lituania,4,3
nivel cambiado,Nombra un país de Europa,Luxemburgo,4,3
nivel cambiado,Nombra un país de Europa,Macedonia,4,3
nivel cambiado,Nombra un país de Europa,Malta,4,3
nivel cambiado,Nombra un país de Europa,Moldavia,4,3
nivel cambiado,Nombra un país de Europa,Mónaco,4,2
nivel cambiado,Nombra un país de Europa,Noruega,3,2
nivel cambiado,Nombra un país de Europa,República Checa,4,2
nivel cambiado,Nombra un país de Europa,República Eslovaca,5,3
nivel cambiado,Nombra un país de Europa,Rumania,3,2
nivel cambiado,Nombra un país de Europa,Rusia,2,1
nivel cambiado,Nombra un país de Europa,San Marino,5,3
nivel cambiado,Nombra un país de Europa,Suecia,3,2
nivel cambiado,Nombra un país de América,Antigua y Barbuda,3,5
nivel cambiado,Nombra un país de América,Barbados,3,4
nivel cambiado,Nombra un país de América,Belice,3,4
nivel cambiado,Nombra un país de América,Bolivia,3,2
nivel cambiado,Nombra un país de América,Canadá,2,1
nivel cambiado,Nombra un país de América,Costa Rica,3,2
nivel cambiado,Nombra un país de América,Dominica,3,5
nivel cambiado,Nombra un país de América,Grenada,4,5
nivel cambiado,Nombra un país de América,Guatemala,4,2
nivel cambiado,Nombra un país de América,Haiti,4,3
nivel cambiado,Nombra un país de América,Honduras,4,2
nivel cambiado,Nombra un país de América,Jamaica,4,3
nivel cambiado,Nombra un país de América,Nicaragua,4,3
nivel cambiado,Nombra un país de América,Panamá,3,2
nivel cambiado,Nombra un país de América,Paraguay,4,2
nivel cambiado,Nombra un país de América,República Dominicana,3,2
nivel cambiado,Nombra un país de América,San Cristóbal y Nieves,4,5
nivel cambiado,Nombra un país de América,San Vicente y Granadinas,4,5
nivel cambiado,Nombra un país de América,Santa Lucía,4,5
nivel cambiado,Nombra un país de América,Surinam,5,4
nivel cambiado,Nombra un país de América,Trinidad y Tobago,5,4
nivel cambiado,Nombra un país de América,Uruguay,3,2
nivel cambiado,Nombra un país de la Unión Europea,Suecia,3,2
nivel cambiado,Nombra un país de la Unión Europea,Dinamarca,3,2
nivel cambiado,Nombra un país de la Unión Europea,Finlandia,3,2
nivel cambiado,Nombra un país de la Unión Europea,Hungría,3,2
nivel cambiado,Nombra un país de la Unión Europea,Polonia,3,2
nivel cambiado,Nombra un país de la Unión Europea,Malta,4,3
nivel cambiado,Nombra un país de la Unión Europea,Croacia,3,2
nivel cambiado,Nombra un país de la Unión Europea,Eslovenia,4,3
nivel cambiado,Nombra un país de la Unión Europea,Estonia,4,3
nivel cambiado,Nombra un país de la Unión Europea,Austria,3,2
nivel cambiado,Nombra un país de la Unión Europea,Lituania,4,3
nivel cambiado,Nombra un país de la Unión Europea,Bulgaria,4,3
nivel cambiado,Nombra un país de la Unión Europea,Chipre,4,3
nivel cambiado,Nombra un país de la Unión Europea,Rumania,3,2
nivel cambiado,Nombra un país de la Unión Europea,Portugal,2,1
nivel cambiado,Nombra un país de la Unión Europea,Luxemburgo,4,3
nivel cambiado,Nombra un país de la Unión Europea,República Checa,5,2
nivel cambiado,Nombra un país de la Unión Europea,Alemania,2,1
nivel cambiado,Nombra un país de la Unión Europea,Letonia,5,3
nivel cambiado,Nombra un estado de EE. UU,Alabama,1,2
nivel cambiado,Nombra un estado de EE. UU,Alaska,2,1
nivel cambiado,Nombra un estado de EE. UU,Arkansas,2,4
nivel cambiado,Nombra un estado de EE. UU,Connecticut,2,4
nivel cambiado,Nombra un estado de EE. UU,Delaware,4,5
nivel cambiado,Nombra un estado de EE. UU,Hawái,2,1
nivel cambiado,Nombra un estado de EE. UU,Idaho,2,4
nivel cambiado,Nombra un estado de EE. UU,Iowa,3,4
nivel cambiado,Nombra un estado de EE. UU,Kansas,3,2
nivel cambiado,Nombra un estado de EE. UU,Kentucky,3,2
nivel cambiado,Nombra un estado de EE. UU,Luisiana,3,2
nivel cambiado,Nombra un estado de EE. UU,Maine,3,5
nivel cambiado,Nombra un estado de EE. UU,Maryland,3,4
nivel cambiado,Nombra un estado de EE. UU,Massachusetts,3,2
nivel cambiado,Nombra un estado de EE. UU,Míchigan,3,2
nivel cambiado,Nombra un estado de EE. UU,Minnesota,3,2
nivel cambiado,Nombra un estado de EE. UU,Misisipi,3,2
nivel cambiado,Nombra un estado de EE. UU,Misuri,3,2
nivel cambiado,Nombra un estado de EE. UU,Montana,3,4
nivel cambiado,Nombra un estado de EE. UU,Nebraska,3,4
nivel cambiado,Nombra un estado de EE. UU,Nevada,3,2
nivel cambiado,Nombra un estado de EE. UU,Nuevo Hampshire,3,5
nivel cambiado,Nombra un estado de EE. UU,Nueva Jersey,4,2
nivel cambiado,Nombra un estado de EE. UU,Nuevo México,4,2
nivel cambiado,Nombra un estado de EE. UU,Carolina del Norte,4,2
nivel cambiado,Nombra un estado de EE. UU,Ohio,4,2
nivel cambiado,Nombra un estado de EE. UU,Oklahoma,4,2
nivel cambiado,Nombra un estado de EE. UU,Oregón,4,2
nivel cambiado,Nombra un estado de EE. UU,Pensilvania,4,2
nivel cambiado,Nombra un estado de EE. UU,Rhode Island,4,5
nivel cambiado,Nombra un estado de EE. UU,Carolina del Sur,4,2
nivel cambiado,Nombra un estado de EE. UU,Tennessee,4,2
nivel cambiado,Nombra un estado de EE. UU,Utah,4,2
nivel cambiado,Nombra un estado de EE. UU,Virginia,4,2
nivel cambiado,Nombra un estado de EE. UU,Washington,4,1
nivel cambiado,Nombra un estado de EE. UU,Virginia Occidental,4,5
nivel cambiado,Nombra un estado de EE. UU,Wisconsin,4,2
nivel cambiado,Nombra un elemento químico,Berilio,1,3
nivel cambiado,Nombra un elemento químico,Boro,1,2
nivel cambiado,Nombra un elemento químico,Flúor,1,2
nivel cambiado,Nombra un elemento químico,Neón,1,2
nivel cambiado,Nombra un elemento químico,Magnesio,1,2
nivel cambiado,Nombra un elemento químico,Aluminio,2,1
nivel cambiado,Nombra un elemento químico,Azufre,2,1
nivel cambiado,Nombra un elemento químico,Cloro,2,1
nivel cambiado,Nombra un elemento químico,Potasio,2,1
nivel cambiado,Nombra un elemento químico,Calcio,2,1
nivel cambiado,Nombra un elemento químico,Escandio,2,4
nivel cambiado,Nombra un elemento químico,Vanadio,2,3
nivel cambiado,Nombra un elemento químico,Hierro,2,1
nivel cambiado,Nombra un elemento químico,Cobre,2,1
nivel cambiado,Nombra un elemento químico,Zinc,2,1
nivel cambiado,Nombra un elemento químico,Galio,2,3
nivel cambiado,Nombra un elemento químico,Germanio,2,3
nivel cambiado,Nombra un elemento químico,Selenio,2,3
nivel cambiado,Nombra un elemento químico,Kriptón,2,3
nivel cambiado,Nombra un elemento químico,Itrio,3,4
nivel cambiado,Nombra un elemento químico,Niobio,3,4
nivel cambiado,Nombra un elemento químico,Tecnecio,3,4
nivel cambiado,Nombra un elemento químico,Rutenio,3,4
nivel cambiado,Nombra un elemento químico,Rodio,3,4
nivel cambiado,Nombra un elemento químico,Plata,3,1
nivel cambiado,Nombra un elemento químico,Indio,3,4
nivel cambiado,Nombra un elemento químico,Estaño,3,2
nivel cambiado,Nombra un elemento químico,Yodo,3,2
nivel cambiado,Nombra un elemento químico,Lantano,3,4
nivel cambiado,Nombra un elemento químico,Cerio,3,4
nivel cambiado,Nombra un elemento químico,Praseodimio,3,5
nivel cambiado,Nombra un elemento químico,Prometio,3,5
nivel cambiado,Nombra un elemento químico,Samario,3,4
nivel cambiado,Nombra un elemento químico,Europio,3,4
nivel cambiado,Nombra un elemento químico,Gadolinio,3,4
nivel cambiado,Nombra un elemento químico,Terbio,3,5
nivel cambiado,Nombra un elemento químico,Disprosio,3,5
nivel cambiado,Nombra un elemento químico,Holmio,3,5
nivel cambiado,Nombra un elemento químico,Erbio,3,5
nivel cambiado,Nombra un elemento químico,Tulio,3,5
nivel cambiado,Nombra un elemento químico,Iterbio,3,5
nivel cambiado,Nombra un elemento químico,Lutecio,3,5
nivel cambiado,Nombra un elemento químico,Hafnio,3,4
nivel cambiado,Nombra un elemento químico,Wolframio,4,2
nivel cambiado,Nombra un elemento químico,Osmio,4,3
nivel cambiado,Nombra un elemento químico,Iridio,4,3
nivel cambiado,Nombra un elemento químico,Platino,4,2
nivel cambiado,Nombra un elemento químico,Oro,4,1
nivel cambiado,Nombra un elemento químico,Mercurio,4,1
nivel cambiado,Nombra un elemento químico,Plomo,4,1
nivel cambiado,Nombra un elemento químico,Bismuto,4,3
nivel cambiado,Nombra un elemento químico,Polonio,4,3
nivel cambiado,Nombra un elemento químico,Astato,4,5
nivel cambiado,Nombra un elemento químico,Radón,4,3
nivel cambiado,Nombra un elemento químico,Radio,4,2
nivel cambiado,Nombra un elemento químico,Torio,4,3
nivel cambiado,Nombra un elemento químico,Protactinio,4,5
nivel cambiado,Nombra un elemento químico,Uranio,4,1
nivel cambiado,Nombra un elemento químico,Plutonio,4,2
nivel cambiado,Nombra un elemento químico,Americio,4,3
nivel cambiado,Nombra un elemento químico,Curio,4,3
nivel cambiado,Nombra un elemento químico,Californio,4,3
nivel cambiado,Nombra un elemento químico,Einsteinio,4,3
nivel cambiado,Nombra un elemento químico,Fermio,4,3
nivel cambiado,Nombra un elemento químico,Mendelevio,4,5
nivel cambiado,Nombra un elemento químico,Nobelio,4,3
nivel cambiado,Nombra un elemento químico,Lawrencio,4,5
nivel cambiado,Nombra un elemento químico,Rutherfordio,4,5
nivel cambiado,Nombra un elemento químico,Dubnio,4,5
nivel cambiado,Nombra un elemento químico,Seaborgio,4,5
nivel cambiado,Nombra un elemento químico,Bohrio,4,5
nivel cambiado,Nombra un elemento químico,Hassio,4,5
nivel cambiado,Nombra un elemento químico,Meitnerio,4,5
nivel cambiado,Nombra un elemento químico,Darmstadtio,4,5
nivel cambiado,Nombra un elemento químico,Roentgenio,4,5
nivel cambiado,Nombra un elemento químico,Copernicio,4,5
nivel cambiado,Nombra un elemento químico,Nihonio,4,5
nivel cambiado,Nombra un elemento químico,Flerovio,4,5
nivel cambiado,Nombra un elemento químico,Moscovio,4,5
nivel cambiado,Nombra una constelación,Andrómeda,1,2
nivel cambiado,Nombra una constelación,Antlia (Máquina Neumática),1,5
nivel cambiado,Nombra una constelación,Águila,1,2
nivel cambiado,Nombra una constelación,Altar,1,5
nivel cambiado,Nombra una constelación,Ave del Paraíso,1,5
nivel cambiado,Nombra una constelación,Auriga (Cochero),1,3
nivel cambiado,Nombra una constelación,Boyero,1,3
nivel cambiado,Nombra una constelación,Buril,2,5
nivel cambiado,Nombra una constelación,Jirafa (Camelopardalis),2,5
nivel cambiado,Nombra una constelación,Cáncer,2,1
nivel cambiado,Nombra una constelación,Canes Venatici (Lebreles),2,5
nivel cambiado,Nombra una constelación,Can Menor,2,3
nivel cambiado,Nombra una constelación,Capricornio,2,1
nivel cambiado,Nombra una constelación,Carina (Quilla),2,3
nivel cambiado,Nombra una constelación,Casiopea,2,1
nivel cambiado,Nombra una constelación,Cefeo,2,3
nivel cambiado,Nombra una constelación,Ballena,2,3
nivel cambiado,Nombra una constelación,Camaleón,2,3
nivel cambiado,Nombra una constelación,Compás,2,5
nivel cambiado,Nombra una constelación,Paloma,2,3
nivel cambiado,Nombra una constelación,Cabellera de Berenice,2,3
nivel cambiado,Nombra una constelación,Corona Austral,2,3
nivel cambiado,Nombra una constelación,Corona Boreal,2,3
nivel cambiado,Nombra una constelación,Cráter,3,5
nivel cambiado,Nombra una constelación,Cruz del Sur,3,2
nivel cambiado,Nombra una constelación,Cisne,3,2
nivel cambiado,Nombra una constelación,Delfín,3,2
nivel cambiado,Nombra una constelación,Dorado,3,5
nivel cambiado,Nombra una constelación,Dragón,3,2
nivel cambiado,Nombra una constelación,Caballito,3,5
nivel cambiado,Nombra una constelación,Horno,3,5
nivel cambiado,Nombra una constelación,Géminis,3,1
nivel cambiado,Nombra una constelación,Hércules,3,2
nivel cambiado,Nombra una constelación,Reloj,3,5
nivel cambiado,Nombra una constelación,Hidra,3,2
nivel cambiado,Nombra una constelación,Hidra Macho,3,5
nivel cambiado,Nombra una constelación,Indio,3,5
nivel cambiado,Nombra una constelación,Lagarto,3,5
nivel cambiado,Nombra una constelación,Leo,3,1
nivel cambiado,Nombra una constelación,Leo Menor,3,5
nivel cambiado,Nombra una constelación,Libra,3,1
nivel cambiado,Nombra una constelación,Lira,3,2
nivel cambiado,Nombra una constelación,Mesa,3,5
nivel cambiado,Nombra una constelación,Microscopio,3,5
nivel cambiado,Nombra una constelación,Unicornio,4,3
nivel cambiado,Nombra una constelación,Mosca,4,5
nivel cambiado,Nombra una constelación,Escuadra,4,5
nivel cambiado,Nombra una constelación,Octante,4,5
nivel cambiado,Nombra una constelación,Ofiuco,4,2
nivel cambiado,Nombra una constelación,Orión,4,1
nivel cambiado,Nombra una constelación,Pavo,4,3
nivel cambiado,Nombra una constelación,Pegaso,4,2
nivel cambiado,Nombra una constelación,Perseo,4,2
nivel cambiado,Nombra una constelación,Fénix,4,2
nivel cambiado,Nombra una constelación,Pintor,4,5
nivel cambiado,Nombra una constelación,Piscis,4,1
